Cust_No,Target,Birth_Place,Gender,Age,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
5726,0,330621,1,43,3.92,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5727,0,330602,1,25,40.58,5000,0,1,1,1,0,2,1,0,0,0,0,0,0
5728,0,330602,1,29,0,15000,0,3,2,2,0,5,2,0,0,0,0,0,0
5729,0,330621,0,28,304.98,20000,0,13,8,1,0,2,1,1,1,0,0,0,0
5730,0,330621,0,29,0,15000,0,6,5,1,713,4,1,1,1,0,0,0,0
5731,0,330621,1,31,18134.61,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5732,0,330621,1,24,2.57,5000,891.48,19,7,3,0,4,1,2,2,0,0,0,0
5733,0,330621,1,36,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,0,330621,1,30,138.28,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5735,0,330602,0,29,5853.6,25000,0,4,3,0,0,0,0,0,0,0,0,0,0
5736,0,330621,1,25,2115.07,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5737,0,330621,1,50,0,5000,0,3,3,2,19912,49,7,0,0,0,0,0,0
5738,0,330602,1,30,96.24,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,0,330621,0,31,96.12,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,0,330621,1,32,1139.97,10000,0,6,5,2,0,4,1,0,0,0,0,0,0
5741,0,330621,0,45,1187.17,100,0,4,3,1,67,2,1,1,1,0,0,0,0
5742,0,429006,1,36,1.21,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,0,330682,0,30,11948.67,50000,0,4,4,0,0,0,0,0,0,0,0,0,0
5744,0,330602,0,27,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5745,0,330621,1,21,100.13,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5746,0,330621,0,36,3.22,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
5747,0,330621,1,30,0.06,5000,0,4,3,0,0,0,0,6,1,0,0,0,0
5748,0,330621,0,21,0.25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5749,0,330621,1,29,0,15000,0,9,6,0,0,0,0,0,0,0,0,0,0
5750,0,330621,0,26,46631.01,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
5751,0,330621,0,33,0.52,20000,1000000,2,2,2,9685,32,2,1,1,0,0,0,0
5752,0,330621,1,30,0,10000,0,3,2,1,11,1,1,0,0,0,0,0,0
5753,0,330124,1,28,2358.81,20000,400000,5,5,0,0,0,0,4,4,0,0,0,0
5754,0,330621,0,31,1969.07,5000,1350000,7,4,1,0,3,1,4,3,0,0,0,0
5755,0,330621,1,56,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5756,0,330621,1,44,129.49,6000,600000,3,2,2,4661,22,2,1,1,1,9559,0,0
5757,0,330621,0,30,276.48,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5758,0,330621,1,28,6.98,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5759,0,330621,1,23,766691.69,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
5760,0,330621,1,37,1583.21,30000,0,4,3,1,18,4,3,1,1,1,4694,18,1
5761,0,330682,1,30,12005.47,10000,0,2,2,1,101,1,1,0,0,0,0,0,0
5762,0,330621,1,47,544.87,2000,2400000,6,4,4,4556,72,2,2,2,1,2315,8,1
5763,0,330621,1,27,0,5000,0,6,4,0,0,0,0,6,1,0,0,0,0
5764,0,330621,1,25,3071.66,6000,200000,1,1,0,0,0,0,1,1,0,0,0,0
5765,0,330621,1,25,4.2,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
5766,0,330621,1,27,509.06,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5767,0,330621,1,32,2633.21,100000,0,8,6,1,0,1,1,0,0,0,0,0,0
5768,0,330621,1,46,28.14,20000,100000,6,3,0,0,0,0,3,3,0,0,0,0
5769,0,342501,1,39,1.79,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5770,0,330621,1,29,1231.87,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
5771,0,341227,0,42,1949.73,10000,0,1,1,0,0,0,0,1,1,1,764,1,1
5772,0,330621,1,47,15.18,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,0,331023,1,27,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5774,0,330621,0,31,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
5775,0,330602,1,36,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5776,0,330726,0,34,9213.41,15000,0,3,3,1,0,4,3,0,0,0,0,0,0
5777,0,330621,1,26,2538.26,10000,0,4,3,0,0,0,0,0,0,0,0,0,0
5778,0,330621,1,33,0.12,15000,0,4,3,0,0,0,0,1,1,0,0,0,0
5779,0,330621,0,35,18774.78,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5780,0,339005,1,29,6.97,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,0,330621,1,30,1333.77,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
5782,0,330621,0,36,75108.08,3000,0,1,1,0,0,0,0,0,0,0,0,0,0
5783,0,330621,1,29,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5784,0,330621,1,29,11.05,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5785,0,330621,1,36,0,5000,0,2,1,0,0,0,0,0,0,0,0,0,0
5786,0,330621,1,27,0.02,15000,0,3,2,0,0,0,0,0,0,0,0,0,0
5787,0,330621,1,37,55.88,20000,0,10,6,2,57,2,1,2,2,0,0,0,0
5788,0,330621,1,29,183.54,10000,0,12,8,2,16,1,1,0,0,0,0,0,0
5789,0,330621,1,30,3270.61,10000,0,1,1,1,0,1,1,0,0,0,0,0,0
5790,0,330623,1,45,1.4,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5791,0,330602,1,43,0,20000,0,5,4,2,1991,6,1,4,3,2,4904,4,1
5792,0,330621,1,26,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
5793,0,330602,1,22,0.28,10000,11569.11,7,6,1,0,1,1,6,6,0,0,0,0
5794,0,330621,1,39,821.83,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5795,0,330621,1,32,26.6,15000,0,15,10,1,0,1,1,1,1,0,0,0,0
5796,0,330621,0,29,0.09,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5797,0,330621,1,27,2635.68,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
5798,0,330621,1,31,1900.52,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5799,0,330621,1,50,64.3,10000,0,2,1,1,0,1,1,0,0,0,0,0,0
5800,0,330621,0,28,376.38,15000,135000,3,2,0,0,0,0,1,1,0,0,0,0
5801,0,330621,1,47,2796.22,50000,7650000,15,7,2,40,27,2,3,2,0,0,0,0
5802,0,330621,1,56,71250.07,20000,460000,4,3,0,0,0,0,2,2,1,0,2,1
5803,0,330702,1,52,678.08,20000,0,2,2,0,0,0,0,2,2,1,3092,2,1
5804,0,330621,1,36,3421.5,100000,270000,14,10,4,3367,6,1,1,1,0,0,0,0
5805,0,330621,1,39,298037.51,20000,900000,7,4,1,1798,3,1,4,2,0,0,0,0
5806,0,330621,1,62,108934.96,15000,90000,1,1,0,0,0,0,1,1,0,0,0,0
5807,0,330681,1,35,270.42,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
5808,0,330621,1,48,70.72,10000,550000,5,4,4,2537,14,3,2,2,1,1840,1,1
5809,0,330621,1,49,35.3,10000,2400000,2,2,2,2983,16,2,2,2,0,0,0,0
5810,0,360424,0,35,5.43,20000,0,3,2,0,0,0,0,0,0,0,0,0,0
5811,0,330621,0,31,68.89,5000,0,4,3,0,0,0,0,0,0,0,0,0,0
5812,0,330621,1,40,186.73,20000,362357.67,2,1,0,0,0,0,2,1,0,0,0,0
5813,0,330621,0,44,408.9,10000,0,18,8,0,0,0,0,0,0,0,0,0,0
5814,0,330621,1,50,144824.6,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5815,0,330602,1,32,42262.82,20000,500000,10,4,0,0,0,0,2,2,1,1117,2,1
5816,0,330681,0,35,154.75,20000,0,1,1,0,0,0,0,1,1,0,0,0,0
5817,0,330621,1,39,15137.5,20000,0,10,8,3,1035,4,2,0,0,0,0,0,0
5818,0,330621,1,34,20.62,25000,300000,11,8,0,0,0,0,7,7,0,0,0,0
5819,0,342425,1,42,500.55,10000,150000,5,3,2,2573,11,1,0,0,0,0,0,0
5820,0,330621,0,29,60.01,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5821,0,330621,1,57,300.6,20000,400000,2,2,2,4913,66,3,1,1,0,0,0,0
5822,0,330621,1,58,16165.61,10000,800000,2,2,1,1099,2,1,1,1,0,0,0,0
5823,0,330621,0,38,11825.24,20000,420000,12,7,5,7120,12,1,1,1,0,0,0,0
5824,0,330621,0,44,31.6,10000,0,4,3,2,74,3,1,2,2,0,0,0,0
5825,0,330621,1,49,56.35,10000,90000,2,2,2,765,10,1,1,1,0,0,0,0
5826,0,330621,0,48,0,10000,0,4,3,1,28,7,3,0,0,0,0,0,0
5827,0,330621,1,34,2.68,20000,177972.55,6,4,3,0,4,1,1,1,0,0,0,0
5828,0,330621,1,41,51.33,6000,100000,1,1,0,0,0,0,2,2,0,0,0,0
5829,0,330621,1,36,839.27,20000,600000,6,3,0,0,0,0,2,2,0,0,0,0
5830,0,330621,1,50,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5831,0,330621,0,38,441.07,20000,0,3,3,3,200,8,3,1,1,0,0,0,0
5832,0,330621,1,44,664.86,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5833,0,330621,1,44,149.75,20000,1000000,5,3,1,215,2,1,2,2,0,0,0,0
5834,0,350781,0,33,259.72,15000,0,3,2,1,0,1,1,0,0,0,0,0,0
5835,0,330621,0,40,2.43,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
5836,0,330621,1,55,1197.44,20000,250000,1,1,1,0,1,1,1,1,0,0,0,0
5837,1,330602,1,44,418.33,10000,0,9,4,4,18640,33,5,1,1,4,245253,12,6
5838,0,330621,1,38,1318.76,16000,200000,10,7,0,0,0,0,6,3,0,0,0,0
5839,0,330621,1,39,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5840,0,330621,0,44,18044.83,5000,0,11,9,3,1887,8,1,0,0,0,0,0,0
5841,0,330621,1,28,76.59,13000,0,0,0,0,0,0,0,0,0,0,0,0,0
5842,0,330621,0,32,81.84,6000,0,9,7,1,478,7,1,5,1,0,0,0,0
5843,1,330621,1,35,12.51,20000,243750.09,8,7,6,5890,19,3,2,1,0,0,0,0
5844,0,330621,0,42,225.11,20000,0,3,2,0,0,0,0,1,1,1,48843,1,1
5845,0,330621,1,54,2500.47,5000,200000,1,1,1,567,3,1,1,1,0,0,0,0
5846,0,330621,1,48,82.31,15000,0,6,3,1,74,1,1,2,1,0,0,0,0
5847,0,330621,1,41,774.9,20000,600000,5,4,2,5,8,1,0,0,0,0,0,0
5848,0,450122,0,41,607.11,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5849,0,330621,1,38,131.23,15000,0,3,2,0,0,0,0,0,0,0,0,0,0
5850,0,330621,0,30,149.54,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,0,330621,1,44,665.75,10000,0,2,2,1,0,1,1,2,1,0,0,0,0
5852,0,330621,1,47,221621.6,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5853,0,330621,0,45,903.48,8000,0,3,2,0,0,0,0,0,0,0,0,0,0
5854,0,330621,1,50,733.03,20000,900000,2,2,2,630,38,2,2,2,0,0,0,0
5855,0,330621,0,29,803.35,5000,0,5,4,2,0,10,2,0,0,0,0,0,0
5856,0,330621,1,31,0.71,5000,0,1,1,0,0,0,0,1,1,0,0,0,0
5857,0,330621,1,37,170.21,8000,38221.5,9,6,0,0,0,0,2,2,0,0,0,0
5858,0,330719,1,52,294688.16,30000,0,3,2,1,2935,14,3,1,1,0,0,0,0
5859,0,330621,1,50,390.35,40000,300000,4,2,2,1843,1,1,2,2,0,0,0,0
5860,0,330621,1,41,535.11,10000,300000,7,4,1,0,1,1,1,1,0,0,0,0
5861,0,330621,1,31,249.37,10000,300000,9,7,0,0,0,0,1,1,0,0,0,0
5862,0,330621,1,36,785.89,20000,400000,10,8,1,248,10,1,7,3,0,0,0,0
5863,0,330621,1,56,2653.44,10000,200000,3,3,3,1038,7,1,3,3,0,0,0,0
5864,0,330683,1,33,416.76,10000,360000,0,0,0,0,0,0,0,0,0,0,0,0
5865,0,330621,0,36,0.13,5000,0,7,5,2,200,3,2,1,1,0,0,0,0
5866,0,330124,1,40,398.56,30000,1000000,4,3,0,0,0,0,21,4,0,0,0,0
5867,0,433023,0,39,605.39,20000,191358.77,0,0,0,0,0,0,0,0,0,0,0,0
5868,0,330621,1,45,161.29,20000,0,13,8,0,0,0,0,2,2,1,11193,4,1
5869,0,330621,1,39,409.04,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5870,0,330621,1,45,99.69,5000,250000,4,4,3,231,5,1,1,1,0,0,0,0
5871,0,330621,1,38,2723.88,20000,480000,2,1,2,193,12,2,2,2,1,1202,2,1
5872,0,330621,1,59,114.09,10000,87208.4,1,1,1,989,11,1,1,1,0,0,0,0
5873,0,330621,1,36,0,5000,0,3,3,2,1651,5,2,0,0,0,0,0,0
5874,0,362133,1,36,735.47,20000,0,3,3,1,0,1,1,0,0,0,0,0,0
5875,0,341021,1,26,0.2,5000,473666.68,0,0,0,0,0,0,1,1,0,0,0,0
5876,0,330621,0,39,1523663.17,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5877,0,330602,1,50,0,60000,0,12,7,1,15123,3,2,0,0,0,0,0,0
5878,0,330621,1,30,3039.94,10000,0,5,5,1,103,2,1,1,1,0,0,0,0
5879,0,330623,0,48,171490.52,54000,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,0,330621,1,54,594.03,5000,20000,0,0,0,0,0,0,0,0,0,0,0,0
5881,0,330621,1,40,36.12,10000,240000,4,4,0,0,0,0,1,1,0,0,0,0
5882,0,422228,0,51,1398.55,20000,0,14,5,0,0,0,0,5,2,3,18869,2,1
5883,0,352124,0,46,38592.75,20000,0,6,4,0,0,0,0,0,0,1,1213,2,2
5884,0,330602,0,48,4382.37,40000,450000,30,13,2,0,6,1,3,3,0,0,0,0
5885,0,330621,1,31,22472.42,20000,0,6,5,1,0,1,1,4,3,0,0,0,0
5886,0,330621,1,52,936.19,5000,25000,4,3,1,492,2,1,1,1,0,0,0,0
5887,0,330621,1,33,0,10000,0,4,3,3,250,11,4,0,0,0,0,0,0
5888,0,330621,1,42,544.57,10000,0,2,2,2,575,4,2,1,1,0,0,0,0
5889,0,330621,0,28,14.43,10000,0,3,3,0,0,0,0,1,1,0,0,0,0
5890,0,330621,1,52,12.13,20000,0,2,2,1,0,4,1,1,1,0,0,0,0
5891,0,330621,0,38,4481.2,20000,0,2,2,1,0,2,1,0,0,0,0,0,0
5892,0,330621,1,38,3527.15,10000,600000,9,7,2,503,21,2,1,1,1,389347,3,1
5893,0,330621,0,52,2414.64,20000,150000,11,8,0,0,0,0,1,1,0,0,0,0
5894,0,522529,1,47,46.55,15000,200000,6,5,5,4564,9,1,1,1,0,0,0,0
5895,0,330681,0,29,0.03,10000,0,8,6,3,1265,4,2,1,1,0,0,0,0
5896,0,330621,1,48,92901.19,20000,0,1,1,0,0,0,0,1,1,0,0,0,0
5897,0,330621,1,47,315.71,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5898,0,330621,1,50,443.81,5000,0,4,4,4,13374,6,2,2,2,0,0,0,0
5899,0,410927,1,29,241.77,6000,733833.32,0,0,0,0,0,0,2,2,0,0,0,0
5900,0,330621,1,41,5845.69,20000,0,8,5,2,6276,3,1,2,2,1,0,0,0
5901,0,330621,1,53,8945.72,20000,0,3,2,0,0,0,0,1,1,0,0,0,0
5902,0,330621,0,29,39.2,10000,0,2,2,1,0,1,1,1,1,0,0,0,0
5903,0,330621,1,42,5.88,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,0,330621,1,39,211329.11,20000,500000,2,1,1,1563,9,1,1,1,1,10444,2,1
5905,0,330621,1,47,0,30000,0,4,4,1,0,2,1,1,1,0,0,0,0
5906,0,330621,1,39,0.09,20000,0,2,2,2,3548,16,2,0,0,0,0,0,0
5907,0,330621,0,32,53.06,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
5908,0,513023,0,34,7692.07,10000,136185.32,5,5,2,0,2,1,3,3,0,0,0,0
5909,0,330621,1,46,165297.17,5000,0,5,4,1,200,1,1,0,0,0,0,0,0
5910,0,330621,0,42,0,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
5911,0,330621,1,55,3753.12,5000,200000,1,1,1,165,6,1,1,1,0,0,0,0
5912,0,330621,1,25,11.16,10000,100000,6,5,3,1768,8,1,17,3,0,0,0,0
5913,0,330621,1,44,149.75,20000,1000000,5,3,1,215,2,1,2,2,0,0,0,0
5914,0,330621,1,52,28.9,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5915,0,330621,1,53,789.72,30000,900000,7,4,0,0,0,0,2,2,0,0,0,0
5916,0,330621,1,54,988.96,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
5917,1,330621,1,39,5.26,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5918,0,330122,0,46,5429.66,15000,400000,3,3,1,1774,24,1,1,1,0,0,0,0
5919,0,330683,1,32,142,8000,280000,1,1,1,311,6,1,1,1,0,0,0,0
5920,0,330621,1,55,7304.83,20000,8000000,5,4,0,0,0,0,3,3,0,0,0,0
5921,0,330621,0,32,34.74,20000,56029.54,7,6,1,0,1,1,1,1,0,0,0,0
5922,0,330621,1,30,450.05,15000,100000,7,4,1,100,2,1,0,0,0,0,0,0
5923,0,330621,1,42,1084.43,25000,6300000,18,10,6,16303,78,1,3,2,1,2502368,30,4
5924,0,330621,1,54,46233.05,30000,0,4,2,2,2425,4,1,0,0,0,0,0,0
5925,0,330621,1,42,1735.34,50000,1080000,17,8,1,17,4,1,6,4,0,0,0,0
5926,0,330323,0,41,3351.77,20000,339377.89,6,5,1,0,1,1,1,1,0,0,0,0
5927,0,410426,1,32,1319.24,20000,100000,17,9,3,30054,22,7,3,3,2,1001964,12,7
5928,0,330621,1,47,30129.2,20000,0,4,4,4,18885,20,3,7,6,0,0,0,0
5929,0,330621,0,45,6912.83,10000,0,11,8,9,11711,48,4,0,0,0,0,0,0
5930,0,330621,1,43,5614.99,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5931,0,330602,1,55,991.95,32000,0,8,5,5,203368,43,7,0,0,1,16837,2,1
5932,0,330621,1,43,668.09,10000,76835.24,8,6,2,11,2,1,1,1,0,0,0,0
5933,0,330621,1,47,4482.05,20000,0,12,8,5,5791,28,3,0,0,0,0,0,0
5934,0,330624,1,30,6.74,15000,77195.68,6,3,1,28,2,2,3,3,0,0,0,0
5935,0,330323,0,39,7417.93,40000,15400000,6,5,2,0,14,1,3,3,0,0,0,0
5936,0,362422,1,41,46901,15000,200000,1,1,0,0,0,0,1,1,0,0,0,0
5937,0,330621,1,29,97.81,10000,250000,4,4,2,1022,8,2,2,2,0,0,0,0
5938,0,330621,0,38,30110.67,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
5939,0,330621,1,48,3677.39,10000,1800000,2,2,1,0,6,1,1,1,1,958,6,1
5940,0,330621,1,44,58775.93,15000,46436.99,7,6,1,176,4,2,0,0,0,0,0,0
5941,0,330621,1,51,459.83,10000,0,3,3,1,880,6,2,0,0,1,9596,1,1
5942,0,330621,1,38,4098.5,10000,0,4,3,2,200,7,1,1,1,1,2470,1,1
5943,0,330621,1,42,87.99,10000,0,9,4,3,1553,10,1,10,1,1,5574,1,1
5944,0,330621,1,40,90.57,10000,600000,3,3,2,191,22,2,2,2,0,0,0,0
5945,0,330621,0,50,213.4,8000,520000,6,5,2,4075,8,1,3,2,2,0,4,1
5946,0,330621,1,29,19.02,11000,16949.76,10,10,0,0,0,0,5,5,0,0,0,0
5947,0,330621,1,27,404.51,5000,250000,13,8,2,2878,3,2,1,1,0,0,0,0
5948,0,330621,0,41,20688.36,20000,0,4,2,0,0,0,0,0,0,0,0,0,0
5949,0,330621,1,40,24779.96,20000,540000,5,4,2,555,2,1,2,2,0,0,0,0
5950,0,330621,1,55,470.29,10000,700000,2,2,1,1736,4,2,1,1,0,0,0,0
5951,0,330624,1,44,1732.32,20000,0,8,6,2,654,1,1,1,1,0,0,0,0
5952,0,330621,1,36,4.43,10000,0,2,2,1,22,1,1,0,0,0,0,0,0
5953,0,330621,1,29,283.15,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5954,0,330621,1,42,155.85,18000,1650000,8,8,3,6291,18,1,11,5,3,377664,36,7
5955,0,350322,1,39,487.37,30000,2000000,16,7,1,0,6,1,2,2,0,0,0,0
5956,0,330621,1,56,94.57,20000,600000,9,4,1,168,2,1,2,2,0,0,0,0
5957,0,330621,1,46,3222.16,20000,600000,6,5,4,6332,24,2,1,1,0,0,0,0
5958,0,330621,1,46,2820.48,20000,100000,3,2,0,0,0,0,3,3,3,300000,6,1
5959,0,330621,1,49,713784.44,20000,3900000,5,3,2,4014,13,1,1,1,1,2457,0,0
5960,0,330621,1,35,22.81,15000,30000,2,2,0,0,0,0,1,1,0,0,0,0
5961,0,330621,1,41,523.4,20000,6250000,14,8,0,0,0,0,3,3,0,0,0,0
5962,0,330621,0,31,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5963,0,330621,1,44,10.16,20000,0,1,1,0,0,0,0,1,1,0,0,0,0
5964,0,330621,1,45,294.25,50000,0,10,5,2,14,8,1,1,1,2,2520577,24,4
5965,0,330623,0,39,332.93,20000,320000,16,7,0,0,0,0,2,2,0,0,0,0
5966,0,330621,1,47,3288.47,10000,300000,2,2,0,0,0,0,1,1,0,0,0,0
5967,0,330621,0,50,2009.47,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
5968,0,330621,1,52,662.8,20000,0,6,5,2,121,3,1,1,1,0,0,0,0
5969,0,330621,1,44,4060.57,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,0,330621,1,50,33596.54,5000,300000,7,4,0,0,0,0,1,1,0,0,0,0
5971,0,330621,1,45,0,40000,0,4,3,1,360,2,2,0,0,0,0,0,0
5972,0,330621,1,48,259.27,20000,200000,0,0,0,0,0,0,3,3,0,0,0,0
5973,0,330621,1,34,170.55,15000,200000,7,5,2,927,4,1,1,1,0,0,0,0
5974,0,330602,1,41,160070.89,10000,500000,6,4,0,0,0,0,1,1,0,0,0,0
5975,0,330681,0,33,35418.71,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
5976,0,330621,1,41,53.02,10000,0,10,6,4,2541,7,1,6,6,1,0,1,1
5977,0,330621,0,27,506.35,10000,30569.37,3,2,0,0,0,0,0,0,0,0,0,0
5978,0,330621,1,52,1619.18,20000,900000,1,1,2,3538,38,3,4,3,2,5133,28,1
5979,0,330621,1,49,6126.53,30000,500000,8,6,4,3844,9,1,1,1,1,4072,3,1
5980,0,330621,1,47,9.87,20000,0,4,3,1,31,3,2,1,1,0,0,0,0
5981,0,330621,1,40,0,20000,0,11,9,2,1471,4,1,0,0,0,0,0,0
5982,0,330621,1,60,1408.49,10000,600000,2,2,1,27,4,1,1,1,0,0,0,0
5983,0,430481,1,37,0,10000,0,7,6,3,735,8,1,3,3,1,1317,2,1
5984,0,330621,1,54,164.56,10000,1000000,6,4,3,2768,36,3,2,2,0,0,0,0
5985,0,330621,1,35,3635.74,20000,0,3,2,1,0,1,1,0,0,0,0,0,0
5986,0,330602,1,31,269.55,15000,195264.42,3,2,0,0,0,0,0,0,0,0,0,0
5987,0,330621,1,53,3815.73,5000,0,1,1,0,0,0,0,1,1,1,4114,2,1
5988,0,330681,1,32,230.7,15000,420000,12,9,0,0,0,0,12,4,0,0,0,0
5989,0,330621,1,52,12.13,20000,0,2,2,1,0,4,1,1,1,0,0,0,0
5990,0,330621,1,39,0,5000,0,16,11,0,0,0,0,9,7,0,0,0,0
5991,0,330621,1,40,0.1,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
5992,0,330482,1,36,15340.19,50000,0,14,8,6,6365,9,2,3,3,0,0,0,0
5993,0,330621,0,39,96.16,15000,0,7,5,1,3640,2,1,1,1,0,0,0,0
5994,0,330621,0,46,237.99,50000,0,8,5,1,7212,2,1,2,2,1,0,2,1
5995,0,330621,1,50,172613.96,100000,600000,2,2,0,0,0,0,1,1,0,0,0,0
5996,0,330621,1,46,588.04,10000,0,5,4,0,0,0,0,0,0,0,0,0,0
5997,0,330602,1,34,8.28,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,0,330623,0,37,216286.38,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,0,330621,0,43,223720.45,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,0,432831,0,40,1023.43,10000,80285.2,8,6,3,49,7,1,1,1,0,0,0,0
6001,0,330621,1,38,310.75,20000,4750000,8,6,1,100,5,1,2,2,0,0,0,0
6002,0,330621,1,39,206.36,10000,0,1,1,0,0,0,0,1,1,1,0,1,1
6003,0,330621,0,52,308.36,40000,10000000,7,4,1,6964,0,0,1,1,1,10856,10,1
6004,0,330621,1,54,1011.77,25000,400000,4,3,1,0,2,1,2,2,0,0,0,0
6005,0,330621,1,39,0.09,20000,0,2,2,2,3548,16,2,0,0,0,0,0,0
6006,0,330621,1,53,688.78,10000,0,1,1,0,0,0,0,2,2,0,0,0,0
6007,0,452223,1,41,3352.14,3000,0,2,1,0,0,0,0,0,0,0,0,0,0
6008,0,330621,1,34,0,20000,0,11,9,5,13695,10,1,2,2,0,0,0,0
6009,0,330621,1,46,165297.17,5000,0,5,4,1,200,1,1,0,0,0,0,0,0
6010,0,330621,1,29,16.3,10000,88319.41,4,4,1,546,1,1,1,1,0,0,0,0
6011,0,330621,1,28,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,0,339005,1,33,18.99,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,0,330602,1,54,135.43,5000,0,3,2,1,0,1,1,0,0,0,0,0,0
6014,0,330621,1,49,829.14,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,0,330602,0,37,0,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
6016,0,330602,0,24,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,0,330621,1,27,29485.9,10000,326623.68,7,6,0,0,0,0,1,1,0,0,0,0
6018,0,330621,1,29,35000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,0,330621,1,29,0,10000,0,4,3,0,0,0,0,2,2,0,0,0,0
6020,0,330621,1,25,1.31,10000,0,0,0,0,0,0,0,5,2,0,0,0,0
6021,0,330621,1,27,44.28,15000,0,6,5,4,939,9,1,1,1,0,0,0,0
6022,0,330621,1,41,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,0,330621,0,26,3.68,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,1,330623,1,46,87.15,40000,0,22,7,8,8106,20,3,1,1,0,0,0,0
