Cust_No,Target,Birth_Place,Gender,Age,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
3087,0,330621,1,67,49886.56,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,0,330621,1,36,423.25,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3089,0,330621,0,51,15206.12,5000,450000,5,4,1,0,3,1,1,1,0,0,0,0
3090,0,330621,1,59,50024.82,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,0,330621,1,25,0,5000,0,5,4,0,0,0,0,0,0,0,0,0,0
3092,0,330621,0,25,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,0,330681,1,37,16726.24,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,0,330621,1,22,1.63,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,0,330621,0,29,54.81,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,0,330621,0,36,313.61,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,0,330621,1,44,199.89,14000,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,0,330621,0,49,391480.14,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,0,330621,1,30,0.02,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,0,330621,0,29,660.7,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,0,330621,1,31,7428.99,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,0,330602,0,29,0.37,20000,0,1,1,2,400,9,3,0,0,0,0,0,0
3103,0,330621,1,52,1.84,20000,200000,2,2,0,0,0,0,1,1,0,0,0,0
3104,0,330621,0,41,77728.37,20000,0,3,2,0,0,0,0,2,1,0,0,0,0
3105,0,330621,1,32,595.51,20000,474863.75,4,4,2,645,10,1,5,2,0,0,0,0
3106,0,330621,1,42,2057.84,5000,800000,13,7,3,514,0,0,2,2,1,25765,2,1
3107,0,330621,1,22,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,0,330621,1,32,51048.24,10000,0,4,2,0,0,0,0,0,0,0,0,0,0
3109,0,330621,1,38,17175.71,5000,0,9,6,0,0,0,0,2,2,1,2268,5,1
3110,0,330621,1,43,78.07,10000,40000,17,5,5,6983,48,2,1,1,0,0,0,0
3111,0,339005,0,31,27.77,40000,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,0,330621,1,29,0.45,10000,0,3,3,1,1321,6,2,0,0,0,0,0,0
3113,0,330621,1,29,1126.85,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,0,330621,0,49,315985.54,10000,182000.14,3,3,2,136,6,2,1,1,1,2065,1,1
3115,0,330621,1,28,2979.44,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,0,330621,1,24,0.01,10000,0,6,4,0,0,0,0,1,1,0,0,0,0
3117,0,330621,0,30,30.92,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
3118,0,330621,1,34,10.38,20000,150000,1,1,0,0,0,0,2,2,0,0,0,0
3119,0,330621,1,37,1617.68,10000,400000,8,5,4,2270,9,1,3,3,0,0,0,0
3120,0,330621,1,30,5009.02,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,0,330621,0,29,20866.07,27000,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,0,330621,1,30,54.49,20000,0,6,4,1,0,3,1,0,0,0,0,0,0
3123,0,330683,0,34,880.94,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,0,330602,0,29,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,0,330522,0,23,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,0,330621,0,32,16.34,5000,0,16,8,7,3801,13,1,3,1,0,0,0,0
3127,0,433123,1,28,71.43,2000,0,3,3,2,0,2,1,0,0,0,0,0,0
3128,0,330621,1,28,0.05,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,0,330621,1,27,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,0,330621,1,27,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,0,330621,1,51,192.79,10000,17840000,6,4,0,0,0,0,1,1,0,0,0,0
3132,0,210623,1,57,469.24,20000,0,0,0,0,0,0,0,1,1,0,0,0,0
3133,0,330725,1,45,40.61,40000,0,10,8,2,3982,9,1,3,3,0,0,0,0
3134,0,330621,0,29,2288,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3135,0,330183,0,36,26.88,20000,0,7,3,1,17,1,1,0,0,0,0,0,0
3136,0,330621,1,26,27.04,5000,0,3,3,1,160,5,1,0,0,0,0,0,0
3137,0,332502,1,39,95.06,30000,800000,11,8,7,12427,34,3,7,4,1,1704,18,1
3138,0,330621,1,26,133.46,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
3139,0,330602,0,35,0,20000,0,17,11,12,16423,15,1,0,0,0,0,0,0
3140,0,330621,1,33,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,0,330621,1,47,327.78,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,0,330621,1,50,0,10000,0,3,3,2,267,9,1,3,2,1,1555,1,1
3143,0,330621,0,32,93.42,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,0,330621,1,38,179.24,20000,0,2,1,0,0,0,0,0,0,0,0,0,0
3145,0,330621,1,40,1.39,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,0,420982,0,43,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,0,330621,1,28,0.04,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,0,330621,0,23,0.63,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,0,330602,0,37,3988.16,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,0,330621,0,26,3311.4,6000,0,2,1,0,0,0,0,0,0,0,0,0,0
3151,0,330621,1,31,54396.73,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,0,330621,1,53,203.33,20000,540000,6,2,1,969,22,1,1,1,0,0,0,0
3153,0,330602,1,39,86910.47,0,300000,9,6,3,219,8,1,0,0,0,0,0,0
3154,0,321081,1,51,306843.13,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,0,330681,0,32,231.38,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,0,330621,1,36,496.81,20000,437164.16,0,0,0,0,0,0,0,0,0,0,0,0
3157,0,330621,1,27,6.44,3000,0,2,2,1,3,2,1,1,1,0,0,0,0
3158,0,513021,1,50,82645.6,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,0,339005,0,27,728.66,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,0,330621,1,49,140.52,40000,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,0,330681,1,28,49.56,20000,60345.02,6,4,0,0,0,0,3,2,0,0,0,0
3162,0,330621,1,36,717.87,20000,0,15,10,0,0,0,0,2,2,0,0,0,0
3163,0,330621,0,24,0.87,10000,0,6,4,0,0,0,0,0,0,0,0,0,0
3164,0,330621,1,25,0,15000,0,1,1,0,0,0,0,0,0,0,0,0,0
3165,0,330621,1,30,82.41,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,0,330621,1,64,6692.62,20000,0,6,5,1,169,3,1,1,1,0,0,0,0
3167,0,330621,1,24,352.08,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3168,0,330682,1,34,0.88,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,0,330602,1,30,163862.92,40000,0,10,7,0,0,0,0,2,1,0,0,0,0
3170,0,330621,1,37,946.75,13000,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,0,330105,1,43,78.67,6000,0,1,1,0,0,0,0,0,0,0,0,0,0
3172,0,330602,1,58,0,15000,0,6,4,0,0,0,0,0,0,0,0,0,0
3173,0,330621,1,26,0.21,5000,6376.67,7,5,0,0,0,0,1,1,0,0,0,0
3174,0,330621,0,31,359.51,8000,0,2,2,1,0,1,1,0,0,0,0,0,0
3175,0,330621,1,29,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,0,332501,1,23,2.97,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3177,0,330602,1,31,21514.07,20000,0,4,3,3,1602,13,2,1,1,0,0,0,0
3178,0,330621,1,25,0.96,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,0,330621,1,30,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,0,330621,1,32,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,0,330623,1,42,0,10000,0,3,3,4,4636,35,3,0,0,1,2236,4,1
3182,0,330621,1,40,7869.25,15000,0,2,1,1,0,5,1,1,1,0,0,0,0
3183,0,330683,1,34,336.97,4000,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,0,330602,1,31,73.67,10000,0,8,5,1,1598,1,1,15,4,0,0,0,0
3185,0,330621,1,30,0,5000,0,2,2,2,278,9,3,0,0,0,0,0,0
3186,0,330621,1,30,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,0,330621,1,26,1000.18,20000,0,2,1,0,0,0,0,0,0,0,0,0,0
3188,0,330621,1,28,1.36,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,0,330621,1,32,124704.34,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,0,220602,1,48,144.16,10000,0,16,8,3,2018,4,1,3,3,0,0,0,0
3191,0,330621,1,46,9164.06,15000,0,1,1,0,0,0,0,0,0,0,0,0,0
3192,0,330621,0,30,0,20000,0,10,7,2,533,4,1,1,1,0,0,0,0
3193,0,330621,1,42,88.9,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,0,330621,0,24,74.33,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,0,330621,1,53,22397.41,20000,0,12,6,5,4413,8,1,1,1,1,1837,23,2
3196,0,330621,1,28,0.24,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,0,331002,0,35,118,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,0,330621,0,33,22045.48,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,0,330621,1,30,10001.64,8000,326833.24,1,1,0,0,0,0,0,0,0,0,0,0
3200,0,330621,0,31,8.26,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,0,330622,0,52,446.85,8000,500000,5,5,5,6229,50,6,1,1,0,0,0,0
3202,0,330621,0,30,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,0,330621,0,33,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,0,330621,1,22,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,0,330621,1,23,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,0,339011,1,41,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,0,330602,1,32,2.09,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,0,330602,1,34,0.06,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,0,330621,1,31,100025.33,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,0,330621,0,24,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,0,330621,1,32,4303.53,10000,400000,15,11,2,905,4,1,3,3,0,0,0,0
3212,0,330621,1,42,2322.99,20000,882555.58,1,1,1,2099,4,1,1,1,0,0,0,0
3213,0,331023,1,33,1.11,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,0,342501,0,29,0.42,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,0,341221,0,31,593.58,8000,468739.49,0,0,0,0,0,0,0,0,0,0,0,0
3216,0,330621,1,43,60.25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,0,510226,1,45,2542.97,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,0,330621,1,52,1062.12,20000,250000,4,3,2,1386,10,2,1,1,1,4383,0,0
3219,0,330621,1,40,496.27,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,0,330602,0,37,9.65,20000,0,23,13,8,8322,14,2,6,3,0,0,0,0
3221,0,330621,0,30,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,0,330602,0,47,18761.59,10000,0,3,2,1,30,1,1,1,1,0,0,0,0
3223,0,330621,0,27,33334.61,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,0,330621,1,29,0.46,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,0,330621,1,32,520.05,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,0,520121,0,30,417.29,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,0,510922,1,26,35.71,5000,43363.95,9,8,0,0,0,0,5,4,0,0,0,0
3228,0,330621,1,26,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,1,330621,1,56,0.05,20000,0,8,8,0,0,0,0,0,0,0,0,0,0
3230,0,330621,0,28,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,0,330621,0,26,27099.35,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,0,330621,1,42,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,0,330621,1,50,1503.54,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,0,330602,1,25,0,6000,0,2,2,1,215,2,1,0,0,0,0,0,0
3235,0,330624,0,30,20.29,10000,20966.59,0,0,0,0,0,0,0,0,0,0,0,0
3236,0,330621,0,36,650.72,10000,0,11,7,7,7275,21,3,8,3,1,95,1,1
3237,0,330621,1,26,171.7,15000,26859.97,13,9,1,0,1,1,6,5,0,0,0,0
3238,0,330602,0,34,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,0,330621,1,30,20010.35,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,0,330621,1,30,414.77,15000,0,5,4,4,32521,37,7,1,1,2,5129,28,1
3241,0,330621,0,40,181.27,20000,0,9,6,1,4,3,1,1,1,0,0,0,0
3242,1,330621,1,24,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,0,330621,0,29,987.54,20000,0,6,3,0,0,0,0,4,1,0,0,0,0
3244,0,330621,0,30,916.61,18000,0,15,10,2,310,4,1,0,0,0,0,0,0
3245,0,330621,1,33,42,15000,0,6,4,1,0,3,2,0,0,0,0,0,0
3246,0,330621,1,25,0,10000,0,0,0,0,0,0,0,1,1,0,0,0,0
3247,0,330621,1,25,2431,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
3248,0,330602,0,43,1.56,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,0,330621,1,49,2761.21,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
3250,0,330621,0,26,1154.04,12000,0,3,3,0,0,0,0,0,0,0,0,0,0
3251,0,330621,1,51,389.75,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,0,330621,0,27,7,5000,38237.24,5,5,3,296,7,2,2,2,0,0,0,0
3253,0,330621,1,44,0,10000,0,11,6,6,8495,37,3,1,1,0,0,0,0
3254,0,330621,0,23,0.48,5000,0,9,1,1,0,1,1,1,1,0,0,0,0
3255,0,422432,0,41,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,0,330621,1,49,2360.17,20000,1200000,5,3,1,0,4,1,2,1,0,0,0,0
3257,0,330622,0,46,261.76,20000,0,4,3,1,199,5,1,0,0,0,0,0,0
3258,0,330621,1,43,8113.38,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3259,0,330602,0,35,0,15000,0,6,4,5,118,13,1,0,0,0,0,0,0
3260,0,330621,1,30,0,5000,0,3,3,3,974,7,1,0,0,0,0,0,0
3261,0,339011,1,43,154.15,8000,3300000,7,5,3,32698,24,2,3,3,1,0,6,1
3262,0,330621,1,29,0.01,10000,0,4,3,1,1498,1,1,0,0,0,0,0,0
3263,0,500233,1,27,67.96,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,0,330721,1,38,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3265,0,330621,1,35,24.09,15000,622801.68,7,5,3,528,5,2,3,2,0,0,0,0
3266,0,510722,1,30,0,10000,0,1,1,0,0,0,0,1,1,0,0,0,0
3267,0,330621,1,22,0.21,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,0,330621,1,25,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3269,0,330602,1,22,0,3000,0,2,1,1,0,2,1,0,0,0,0,0,0
3270,0,330621,1,22,0.67,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,0,362524,1,32,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,0,330621,0,29,195.15,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,1,330621,1,28,0,10000,0,10,2,0,0,0,0,1,1,0,0,0,0
3274,0,330602,1,35,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,0,330621,0,49,387.09,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,0,330621,0,27,22.6,20000,0,5,3,0,0,0,0,0,0,0,0,0,0
3277,0,330621,1,26,26.07,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
3278,0,330621,1,27,1,7000,0,9,7,0,0,0,0,0,0,0,0,0,0
3279,0,330621,1,24,9.86,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
3280,0,512534,1,43,3.46,30000,0,7,5,0,0,0,0,1,1,0,0,0,0
3281,0,330621,0,55,800.08,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3282,0,341225,1,34,2.87,3000,0,1,1,0,0,0,0,0,0,0,0,0,0
3283,0,330621,1,28,0,10000,0,3,3,1,0,1,1,0,0,0,0,0,0
3284,0,330621,1,30,8542.02,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
3285,0,330602,1,52,1041.83,10000,100000,6,4,0,0,0,0,2,2,0,0,0,0
3286,0,330621,1,52,0,5000,0,8,5,0,0,0,0,1,1,0,0,0,0
3287,0,330621,1,22,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3288,0,330621,1,54,126.2,8000,0,2,1,1,693,3,1,0,0,0,0,0,0
3289,0,330621,1,39,8.87,15000,19036.95,9,7,1,0,2,1,1,1,0,0,0,0
3290,0,330621,0,45,5.05,20000,0,1,1,1,0,1,1,0,0,0,0,0,0
3291,0,330621,1,27,0.88,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,0,330621,0,35,4.03,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3293,0,330621,0,43,1435,15000,0,4,3,0,0,0,0,0,0,0,0,0,0
3294,0,330621,1,51,6.47,100,0,5,3,2,25,2,1,2,2,0,0,0,0
3295,0,232700,1,42,20.03,3000,0,2,2,0,0,0,0,0,0,0,0,0,0
3296,0,330621,1,49,261.67,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
3297,0,130528,1,32,41603.99,10000,0,2,2,0,0,0,0,5,2,1,1586,9,1
3298,0,330621,1,28,27.14,10000,0,5,4,0,0,0,0,1,1,0,0,0,0
3299,0,330602,1,54,5.06,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,0,330621,0,29,0,20000,0,11,10,1,0,1,1,0,0,0,0,0,0
3301,0,330621,1,39,31.87,10000,0,8,6,0,0,0,0,0,0,0,0,0,0
3302,0,330324,1,38,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,0,342122,1,42,0.22,2000,0,1,1,0,0,0,0,1,1,0,0,0,0
3304,0,330621,0,28,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,0,341227,0,28,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,0,330624,1,32,1072.76,20000,290000,13,10,2,485,1,1,2,2,0,0,0,0
3307,0,440507,1,36,843.96,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,0,330621,0,30,44.45,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,0,330621,1,27,472.66,10000,67671.16,7,6,0,0,0,0,1,1,0,0,0,0
3310,0,330621,1,37,19.6,20000,400000,8,6,3,2871,6,1,2,2,0,0,0,0
3311,0,330621,1,36,182172.03,20000,0,8,4,0,0,0,0,3,3,0,0,0,0
3312,0,330621,1,25,49.05,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,0,330621,1,31,1009.88,10000,0,4,3,0,0,0,0,1,1,0,0,0,0
3314,0,330621,0,39,20026.53,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,0,330621,0,31,8.53,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,0,330281,0,36,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,0,330621,1,44,25504.95,5000,2000000,2,2,2,19,8,1,2,1,0,0,0,0
3318,0,330621,0,41,78010.72,100,0,5,4,1,137,2,1,2,2,2,2971,3,1
3319,0,330621,1,54,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,0,330621,1,25,0.63,15000,0,8,6,3,467,3,1,0,0,0,0,0,0
3321,0,230321,0,38,151251.34,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,0,330621,1,51,36.59,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3323,0,330621,1,25,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,0,330621,0,39,10263.59,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,0,330621,1,55,4588.15,50000,0,11,7,6,123620,34,5,3,1,1,22531,0,0
3326,0,330621,1,35,72280.09,15000,0,2,2,0,0,0,0,1,1,0,0,0,0
3327,0,330621,1,29,52.2,7000,0,10,7,1,266,1,1,0,0,0,0,0,0
3328,0,330621,1,46,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,0,330621,1,27,70.4,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,0,330621,1,29,10419.97,10000,90000,2,2,0,0,0,0,1,1,0,0,0,0
3331,0,330621,1,37,41852.36,20000,0,8,6,1,90,4,1,1,1,0,0,0,0
3332,0,330621,1,47,166131.26,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,0,513022,1,32,0.66,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,0,330621,1,43,2244.35,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,0,330621,1,39,6.14,10000,0,5,2,0,0,0,0,0,0,0,0,0,0
3336,0,330624,1,34,11983.8,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,0,330683,1,34,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,0,330621,1,33,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,0,330621,1,27,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,0,330602,0,24,0,10000,0,10,5,1,0,1,1,0,0,0,0,0,0
3341,0,330621,0,23,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3342,1,330602,1,31,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,0,330621,1,25,0.87,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,0,330621,1,30,30.99,8000,0,4,3,2,364,2,1,0,0,0,0,0,0
3345,0,330621,1,46,1512.08,20000,0,2,2,1,0,1,1,0,0,0,0,0,0
3346,0,330621,1,31,108.42,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
3347,0,320203,0,48,311.79,20000,0,19,7,1,621,2,1,2,2,0,0,0,0
3348,0,330621,1,24,229.34,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,0,330621,1,46,5720.37,30000,720000,8,6,1,0,2,1,26,2,0,0,0,0
3350,0,330621,1,45,110766.79,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,0,330621,1,43,260.19,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,0,320321,1,43,0,3500,0,0,0,0,0,0,0,1,1,1,0,1,1
3353,0,330621,0,30,11589.25,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,0,330621,1,42,431.79,20000,0,5,2,1,1,15,1,0,0,0,0,0,0
3355,0,622722,0,27,1884.88,30000,1260000,8,6,4,2962,6,1,2,2,0,0,0,0
3356,0,330621,1,23,3.5,2000,0,1,1,0,0,0,0,1,1,0,0,0,0
3357,0,330621,0,24,556.91,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3358,0,330621,1,40,26.63,15000,250000,6,5,1,0,1,1,2,2,0,0,0,0
3359,0,522422,0,42,21.35,10000,415999.92,3,3,0,0,0,0,1,1,0,0,0,0
3360,0,330621,1,31,13.07,5000,0,2,2,0,0,0,0,0,0,0,0,0,0
3361,0,330621,0,49,6713.14,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
3362,0,330602,1,41,4579.45,22000,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,0,330621,1,23,14,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,0,330621,1,28,7332.81,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
3365,0,412822,1,30,4.39,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,0,330621,1,47,515.62,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,1,330621,1,26,98.16,5000,8057.98,2,2,2,3999,10,5,3,3,1,150,4,4
3368,0,330725,1,37,40.79,20000,1200000,7,6,1,0,4,1,1,1,0,0,0,0
3369,0,330621,0,34,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,0,330621,0,24,8842.42,8000,0,4,4,1,0,1,1,0,0,0,0,0,0
3371,0,330621,0,27,85057.13,10000,0,3,2,0,0,0,0,1,1,0,0,0,0
3372,0,330602,1,52,102970.1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,0,330682,1,40,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,0,330621,0,29,2.55,10000,0,4,3,1,0,1,1,2,2,0,0,0,0
3375,0,330621,1,43,1532.81,8000,0,1,1,0,0,0,0,1,1,0,0,0,0
3376,0,330782,0,33,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,0,330602,1,34,0.64,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,0,330621,1,38,31824.57,20000,0,10,6,5,1187,12,1,0,0,0,0,0,0
3379,0,330621,1,42,1514.19,5000,0,4,3,2,200,4,1,0,0,0,0,0,0
3380,0,330621,1,47,17.74,10000,1600000,7,4,1,7364,4,1,2,2,0,0,0,0
3381,0,330621,1,26,218.57,15000,30960.1,6,4,0,0,0,0,1,1,0,0,0,0
3382,0,330621,1,23,53.08,8000,0,6,6,0,0,0,0,4,4,0,0,0,0
3383,0,330621,1,49,315.2,15000,0,2,2,2,1925,3,2,1,1,0,0,0,0
3384,0,330621,0,27,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,0,330725,1,39,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,0,339005,1,28,0,10000,0,5,4,3,2630,11,1,2,1,0,0,0,0
3387,0,330621,1,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,0,330621,1,29,28985.59,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,1,430426,0,36,253.8,20000,0,12,7,3,1463,20,7,1,1,1,826935,3,3
3390,0,330621,1,39,9782.09,20000,0,2,1,0,0,0,0,0,0,0,0,0,0
